english	translation	category	sub_category	source
Render house doors as initially closed.	Renderiza portas inicialmente<br>fechadas	interface	generalUI	
Render house doors as initially open.	Renderiza portas inicialmente<br>abertas	interface	generalUI	
Do not render doors.	Não renderiza portas	interface	generalUI	
Welcome to Old School RuneScape	Bem-vindo(a) ao Old School RuneScape!	interface	loginScreen	
You last logged in a minute ago.	Você entrou por último um minuto atrás.	interface	loginScreen	
You last logged in <Num0> minutes ago.	Você entrou por último <Num0> minutos atrás.	interface	loginScreen	
You last logged in <Num0> hours ago.	Você entrou por último <Num0> horas atrás.	interface	loginScreen	
You last logged in <Num0> hours, <Num1> minutes ago.	Você entrou por último <Num0> horas, <Num1> minutos atrás.	interface	loginScreen	
You last logged in <Num0> days ago.	Você entrou por último <Num0> dias atrás.	interface	loginScreen	
You last logged in <Num0> days, <Num1> hours ago.	Você entrou por último <Num0> dias, <Num1> horas atrás.	interface	loginScreen	
You last logged in <Num0> days, <Num1> minutes ago.	Você entrou por último <Num0> dias, <Num1> horas atrás.	interface	loginScreen	
You last logged in <Num0> days, <Num1> hours, <Num2> minutes ago.	Você entrou por último <Num0> dias, <Num1> horas, <Num2> minutos atrás.	interface	loginScreen	
You have <colNum0><Num0></col> days of membership left.	Restam <colNum0><Num0></col> dias de sua assinatura.	interface	loginScreen	
You have <colNum0><Num0></col> day of membership left.	Resta <colNum0><Num0></col> dia de sua assinatura.	interface	loginScreen	
You are not a member. Subscribe to access extra skills, areas, quests, and more.	Você não é um membro. Assine para acessar mais habilidades,áreas, missões e muito mais.	interface	loginScreen	
You have <Num0> unread messages in your inbox.	Você tem <Num0> mensagens não lidas na inbox.	interface	loginScreen	
CLICK HERE TO PLAY	CLIQUE AQUI PARA JOGAR	interface	loginScreen	
It's been some time coming but this weeks update contains almost all of the QoL changes as proposed in <colNum0>Poll <Num0></col>! With a variety of changes, please check out the <colNum1>update post</col> for all the latest info!		interface	loginScreen	
Friends - W<Num0> (<Num1>/<Num2>)	Amigos - M<Num0> (<Num1>/<Num2>)	interface	mainTabs	friendsTab
<colNum0>World <Num0>	<colNum0>Mundo <Num0>	interface	mainTabs	friendsTab
World <Num0>	Mundo <Num0>	interface	mainTabs	friendsTab
Offline	Offline	interface	mainTabs	friendsTab
Del Friend	Apagar<br>amigo	interface	mainTabs	friendsTab
Ignores - W<Num0> (<Num1>/<Num2>)	Ignora - M<Num0> (<Num1>/<Num2>)	interface	mainTabs	ignoreTab
Add Name	Adicionar<br>nome	interface	mainTabs	ignoreTab
Del Name	Apagar<br>nome	interface	mainTabs	ignoreTab
Add Friend	Adicionar<br>amigo	interface	mainTabs	friendsTab
You may ignore users by using the button below, or by right-clicking on a message from them and selecting to add them to your ignore list.	Ignore usuários pelo botão abaixo ou com o direito em uma mensagem > Adicionar à lista de ignorados.	interface	mainTabs	ignoreTab
You may add friends by using the button below, or by right-clicking on a message from them and selecting to add them as a friend.	Adicione amigos pelo botão abaixo ou com o direito em uma mensagem > Adicionar como amigo	interface	mainTabs	friendsTab
Account	Conta	interface	mainTabs	accountManagementTab
Membership: <Num0> days left	Membro: <Num0> dias restantes	interface	mainTabs	accountManagementTab
Open Store	Abrir loja	interface	mainTabs	accountManagementTab
Bond Pouch	Bonds	interface	mainTabs	accountManagementTab
Inbox: <Num0> unread messages	Inbox: <Num0> mensagens não-lidas	interface	mainTabs	accountManagementTab
View Inbox	Ver Inbox	interface	mainTabs	accountManagementTab
Name Changer	Mudar Nome	interface	mainTabs	accountManagementTab
Membership: <colNum0>None</col>	Membro: <colNum0>None</col>	interface	mainTabs	accountManagementTab
Upgrade Now	Assine Agora	interface	mainTabs	accountManagementTab
View Benefits	Ver benefícios	interface	mainTabs	accountManagementTab
Community	Comunidade	interface	mainTabs	accountManagementTab
Current Poll: <colNum0>Inactive</col>	Enquete atual: <colNum0>Inativo</col>	interface	mainTabs	accountManagementTab
View Poll	Ver enquete	interface	mainTabs	accountManagementTab
View History	Ver histórico	interface	mainTabs	accountManagementTab
Latest Update	Último update	interface	mainTabs	accountManagementTab
View Newspost	Ver notícias	interface	mainTabs	accountManagementTab
View Archive	Ver arquivo	interface	mainTabs	accountManagementTab
Useful Links	Links úteis	interface	mainTabs	accountManagementTab
Old School Website	Site do<br>Old School	interface	mainTabs	accountManagementTab
Customer Support	Suporte ao<br>Jogador	interface	mainTabs	accountManagementTab
Grand Exchange	Mercado<br>Geral	interface	mainTabs	accountManagementTab
Hiscores	Classificações	interface	mainTabs	accountManagementTab
Old School Wiki	Old School<br>Wiki	interface	mainTabs	accountManagementTab
Merchandise	Nossos<br>produtos	interface	mainTabs	accountManagementTab
Name: <!PLAYER_NAME0>	Nome: <!PLAYER_NAME0>	interface	mainTabs	accountManagementTab
Current Poll: <colNum0>Active</col>	Enquete atual: <colNum0>Ativa</col>	interface	mainTabs	accountManagementTab
Vote Now	Vote Agora	interface	mainTabs	accountManagementTab
Unarmed	Desarmado	interface	mainTabs	combatOptionsTab
Punch	Socar	interface	mainTabs	combatOptionsTab
Kick	Chutar	interface	mainTabs	combatOptionsTab
Combat Lvl: <Num0>	Nível Combate: <Num0>	interface	mainTabs	combatOptionsTab
Auto Retaliate (On)	Autorretaliar (Ligado)	interface	mainTabs	combatOptionsTab
Auto Retaliate (Off)	Autorretaliar (Desligado)	interface	mainTabs	combatOptionsTab
Special Attack: <Num0>%	Ataque Especial: <Num0>%	interface	mainTabs	combatOptionsTab
When active your character will automatically fight back if attacked.	Se ligado, seu boneco vai retaliar<br>automaticamente<br>quando for agredido	interface	mainTabs	combatOptionsTab
Category: Pickaxe	Tipo: Picareta	interface	mainTabs	combatOptionsTab
Category: Spear	Tipo: Lança	interface	mainTabs	combatOptionsTab
Category: Axe	Tipo: Machado	interface	mainTabs	combatOptionsTab
Category: Stab Sword	Tipo: Espada de perfuração	interface	mainTabs	combatOptionsTab
Category: Thrown	Tipo: Arremesso	interface	mainTabs	combatOptionsTab
Category: Bow	Tipo: Arco	interface	mainTabs	combatOptionsTab
Category: Crossbow	Tipo: Balestra	interface	mainTabs	combatOptionsTab
Category: Staff	Tipo: Cajado	interface	mainTabs	combatOptionsTab
Category: Powered Staff	Tipo: Cajado automático	interface	mainTabs	combatOptionsTab
Category: 2h Sword	Tipo: Espada de 2 mãos	interface	mainTabs	combatOptionsTab
Category: Banner	Tipo: Bandeira	interface	mainTabs	combatOptionsTab
Category: Blunt	Tipo: Contundente	interface	mainTabs	combatOptionsTab
Category: Bludgeon	Tipo: Maço	interface	mainTabs	combatOptionsTab
Category: Bulwark	Tipo: Baluarte	interface	mainTabs	combatOptionsTab
Category: Claw	Tipo: Garra	interface	mainTabs	combatOptionsTab
Category: Partisan	Tipo: Partasana	interface	mainTabs	combatOptionsTab
Category: Polearm	Tipo: Arma de Haste	interface	mainTabs	combatOptionsTab
Category: Polestaff	Tipo: Cajado Polestás	interface	mainTabs	combatOptionsTab
Category: Scythe	Tipo: Foice	interface	mainTabs	combatOptionsTab
Category: Slash Sword	Tipo: Espada de Corte	interface	mainTabs	combatOptionsTab
Category: Spiked	Tipo: Espinhudo	interface	mainTabs	combatOptionsTab
Category: Unarmed	Tipo: Desarmado	interface	mainTabs	combatOptionsTab
Category: Whip	Tipo: Chicote	interface	mainTabs	combatOptionsTab
Category: Chinchompas	Tipo: Chinchompas	interface	mainTabs	combatOptionsTab
Category: Gun	Tipo: Arma de fogo	interface	mainTabs	combatOptionsTab
Category: Bladed Staff	Tipo: Cajado com lâmina	interface	mainTabs	combatOptionsTab
Category: Salamander	Tipo: Salamandra	interface	mainTabs	combatOptionsTab
Category: Multi-style	Tipo: Multiestilo	interface	mainTabs	combatOptionsTab
(Accurate) (Stab) (Attack XP)	(Preciso)<br>(Perfurar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Accurate) (Stab) (Strength XP)	(Preciso)<br>(Perfurar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Accurate) (Stab) (Defence XP)	(Preciso)<br>(Perfurar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Accurate) (Stab) (Shared XP)	(Preciso)<br>(Perfurar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Accurate) (Slash) (Attack XP)	(Preciso)<br>(Dilacerar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Accurate) (Slash) (Strength XP)	(Preciso)<br>(Dilacerar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Accurate) (Slash) (Defence XP)	(Preciso)<br>(Dilacerar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Accurate) (Slash) (Shared XP)	(Preciso)<br>(Dilacerar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Accurate) (Crush) (Attack XP)	(Preciso)<br>(Esmagar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Accurate) (Crush) (Strength XP)	(Preciso)<br>(Esmagar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Accurate) (Crush) (Defence XP)	(Preciso)<br>(Esmagar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Accurate) (Crush) (Shared XP)	(Preciso)<br>(Esmagar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Accurate) (Heavy) (Stab) (Attack XP)	(Preciso)<br>(Pesado)<br>(Perfurar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Accurate) (Heavy) (Stab) (Strength XP)	(Preciso)<br>(Pesado)<br>(Perfurar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Accurate) (Heavy) (Stab) (Defence XP)	(Preciso)<br>(Pesado)<br>(Perfurar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Accurate) (Heavy) (Stab) (Shared XP)	(Preciso)<br>(Pesado)<br>(Perfurar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Accurate) (Heavy) (Slash) (Attack XP)	(Preciso)<br>(Pesado)<br>(Dilacerar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Accurate) (Heavy) (Slash) (Strength XP)	(Preciso)<br>(Pesado)<br>(Dilacerar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Accurate) (Heavy) (Slash) (Defence XP)	(Preciso)<br>(Pesado)<br>(Dilacerar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Accurate) (Heavy) (Slash) (Shared XP)	(Preciso)<br>(Pesado)<br>(Dilacerar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Accurate) (Heavy) (Crush) (Attack XP)	(Preciso)<br>(Pesado)<br>(Esmagar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Accurate) (Heavy) (Crush) (Strength XP)	(Preciso)<br>(Pesado)<br>(Esmagar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Accurate) (Heavy) (Crush) (Defence XP)	(Preciso)<br>(Pesado)<br>(Esmagar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Accurate) (Heavy) (Crush) (Shared XP)	(Preciso)<br>(Pesado)<br>(Esmagar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Accurate) (Light) (Stab) (Attack XP)	(Preciso)<br>(Leve)<br>(Perfurar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Accurate) (Light) (Stab) (Strength XP)	(Preciso)<br>(Leve)<br>(Perfurar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Accurate) (Light) (Stab) (Defence XP)	(Preciso)<br>(Leve)<br>(Perfurar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Accurate) (Light) (Stab) (Shared XP)	(Preciso)<br>(Leve)<br>(Perfurar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Accurate) (Light) (Slash) (Attack XP)	(Preciso)<br>(Leve)<br>(Dilacerar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Accurate) (Light) (Slash) (Strength XP)	(Preciso)<br>(Leve)<br>(Dilacerar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Accurate) (Light) (Slash) (Defence XP)	(Preciso)<br>(Leve)<br>(Dilacerar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Accurate) (Light) (Slash) (Shared XP)	(Preciso)<br>(Leve)<br>(Dilacerar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Accurate) (Light) (Crush) (Attack XP)	(Preciso)<br>(Leve)<br>(Esmagar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Accurate) (Light) (Crush) (Strength XP)	(Preciso)<br>(Leve)<br>(Esmagar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Accurate) (Light) (Crush) (Defence XP)	(Preciso)<br>(Leve)<br>(Esmagar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Accurate) (Light) (Crush) (Shared XP)	(Preciso)<br>(Leve)<br>(Esmagar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Accurate) (Standard) (Stab) (Attack XP)	(Preciso)<br>(Padrão)<br>(Perfurar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Accurate) (Standard) (Stab) (Strength XP)	(Preciso)<br>(Padrão)<br>(Perfurar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Accurate) (Standard) (Stab) (Defence XP)	(Preciso)<br>(Padrão)<br>(Perfurar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Accurate) (Standard) (Stab) (Shared XP)	(Preciso)<br>(Padrão)<br>(Perfurar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Accurate) (Standard) (Slash) (Attack XP)	(Preciso)<br>(Padrão)<br>(Dilacerar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Accurate) (Standard) (Slash) (Strength XP)	(Preciso)<br>(Padrão)<br>(Dilacerar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Accurate) (Standard) (Slash) (Defence XP)	(Preciso)<br>(Padrão)<br>(Dilacerar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Accurate) (Standard) (Slash) (Shared XP)	(Preciso)<br>(Padrão)<br>(Dilacerar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Accurate) (Standard) (Crush) (Attack XP)	(Preciso)<br>(Padrão)<br>(Esmagar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Accurate) (Standard) (Crush) (Strength XP)	(Preciso)<br>(Padrão)<br>(Esmagar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Accurate) (Standard) (Crush) (Defence XP)	(Preciso)<br>(Padrão)<br>(Esmagar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Accurate) (Standard) (Crush) (Shared XP)	(Preciso)<br>(Padrão)<br>(Esmagar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Aggressive) (Stab) (Attack XP)	(Agressivo)<br>(Perfurar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Aggressive) (Stab) (Strength XP)	(Agressivo)<br>(Perfurar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Aggressive) (Stab) (Defence XP)	(Agressivo)<br>(Perfurar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Aggressive) (Stab) (Shared XP)	(Agressivo)<br>(Perfurar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Aggressive) (Slash) (Attack XP)	(Agressivo)<br>(Dilacerar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Aggressive) (Slash) (Strength XP)	(Agressivo)<br>(Dilacerar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Aggressive) (Slash) (Defence XP)	(Agressivo)<br>(Dilacerar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Aggressive) (Slash) (Shared XP)	(Agressivo)<br>(Dilacerar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Aggressive) (Crush) (Attack XP)	(Agressivo)<br>(Esmagar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Aggressive) (Crush) (Strength XP)	(Agressivo)<br>(Esmagar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Aggressive) (Crush) (Defence XP)	(Agressivo)<br>(Esmagar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Aggressive) (Crush) (Shared XP)	(Agressivo)<br>(Esmagar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Aggressive) (Heavy) (Stab) (Attack XP)	(Agressivo)<br>(Pesado)<br>(Esfaquear)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Aggressive) (Heavy) (Stab) (Strength XP)	(Agressivo)<br>(Pesado)<br>(Esfaquear)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Aggressive) (Heavy) (Stab) (Defence XP)	(Agressivo)<br>(Pesado)<br>(Perfurar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Aggressive) (Heavy) (Stab) (Shared XP)	(Agressivo)<br>(Pesado)<br>(Perfurar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Aggressive) (Heavy) (Slash) (Attack XP)	(Agressivo)<br>(Pesado)<br>(Dilacerar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Aggressive) (Heavy) (Slash) (Strength XP)	(Agressivo)<br>(Pesado)<br>(Dilacerar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Aggressive) (Heavy) (Slash) (Defence XP)	(Agressivo)<br>(Pesado)<br>(Dilacerar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Aggressive) (Heavy) (Slash) (Shared XP)	(Agressivo)<br>(Pesado)<br>(Dilacerar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Aggressive) (Heavy) (Crush) (Attack XP)	(Agressivo)<br>(Pesado)<br>(Esmagar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Aggressive) (Heavy) (Crush) (Strength XP)	(Agressivo)<br>(Pesado)<br>(Esmagar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Aggressive) (Heavy) (Crush) (Defence XP)	(Agressivo)<br>(Pesado)<br>(Esmagar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Aggressive) (Heavy) (Crush) (Shared XP)	(Agressivo)<br>(Pesado)<br>(Esmagar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Aggressive) (Light) (Stab) (Attack XP)	(Agressivo)<br>(Leve)<br>(Esfaquear)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Aggressive) (Light) (Stab) (Strength XP)	(Agressivo)<br>(Leve)<br>(Esfaquear)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Aggressive) (Light) (Stab) (Defence XP)	(Agressivo)<br>(Leve)<br>(Perfurar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Aggressive) (Light) (Stab) (Shared XP)	(Agressivo)<br>(Leve)<br>(Perfurar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Aggressive) (Light) (Slash) (Attack XP)	(Agressivo)<br>(Leve)<br>(Dilacerar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Aggressive) (Light) (Slash) (Strength XP)	(Agressivo)<br>(Leve)<br>(Dilacerar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Aggressive) (Light) (Slash) (Defence XP)	(Agressivo)<br>(Leve)<br>(Dilacerar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Aggressive) (Light) (Slash) (Shared XP)	(Agressivo)<br>(Leve)<br>(Dilacerar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Aggressive) (Light) (Crush) (Attack XP)	(Agressivo)<br>(Leve)<br>(Esmagar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Aggressive) (Light) (Crush) (Strength XP)	(Agressivo)<br>(Leve)<br>(Esmagar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Aggressive) (Light) (Crush) (Defence XP)	(Agressivo)<br>(Leve)<br>(Esmagar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Aggressive) (Light) (Crush) (Shared XP)	(Agressivo)<br>(Leve)<br>(Esmagar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Aggressive) (Standard) (Stab) (Attack XP)	(Agressivo)<br>(Padrão)<br>(Bastão)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Aggressive) (Standard) (Stab) (Strength XP)	(Agressivo)<br>(Padrão)<br>(Bastão)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Aggressive) (Standard) (Stab) (Defence XP)	(Agressivo)<br>(Padrão)<br>(Bastão)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Aggressive) (Standard) (Stab) (Shared XP)	(Agressivo)<br>(Padrão)<br>(Bastão)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Aggressive) (Standard) (Slash) (Attack XP)	(Agressivo)<br>(Padrão)<br>(Dilacerar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Aggressive) (Standard) (Slash) (Strength XP)	(Agressivo)<br>(Padrão)<br>(Dilacerar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Aggressive) (Standard) (Slash) (Defence XP)	(Agressivo)<br>(Padrão)<br>(Dilacerar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Aggressive) (Standard) (Slash) (Shared XP)	(Agressivo)<br>(Padrão)<br>(Dilacerar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Aggressive) (Standard) (Crush) (Attack XP)	(Agressivo)<br>(Padrão)<br>(Esmagar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Aggressive) (Standard) (Crush) (Strength XP)	(Agressivo)<br>(Padrão)<br>(Esmagar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Aggressive) (Standard) (Crush) (Defence XP)	(Agressivo)<br>(Padrão)<br>(Esmagar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Aggressive) (Standard) (Crush) (Shared XP)	(Agressivo)<br>(Padrão)<br>(Esmagar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Defensive) (Stab) (Attack XP)	(Defensivo)<br>(Perfurar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Defensive) (Stab) (Strength XP)	(Defensivo)<br>(Perfurar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Defensive) (Stab) (Defence XP)	(Defensivo)<br>(Perfurar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Defensive) (Stab) (Shared XP)	(Defensivo)<br>(Perfurar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Defensive) (Slash) (Attack XP)	(Defensivo)<br>(Dilacerar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Defensive) (Slash) (Strength XP)	(Defensivo)<br>(Dilacerar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Defensive) (Slash) (Defence XP)	(Defensivo)<br>(Dilacerar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Defensive) (Slash) (Shared XP)	(Defensivo)<br>(Dilacerar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Defensive) (Crush) (Attack XP)	(Defensivo)<br>(Esmagar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Defensive) (Crush) (Strength XP)	(Defensivo)<br>(Esmagar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Defensive) (Crush) (Defence XP)	(Defensivo)<br>(Esmagar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Defensive) (Crush) (Shared XP)	(Defensivo)<br>(Esmagar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Defensive) (Heavy) (Stab) (Attack XP)	(Defensivo)<br>(Pesado)<br>(Esfaquear)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Defensive) (Heavy) (Stab) (Strength XP)	(Defensivo)<br>(Pesado)<br>(Esfaquear)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Defensive) (Heavy) (Stab) (Defence XP)	(Defensivo)<br>(Pesado)<br>(Esfaquear)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Defensive) (Heavy) (Stab) (Shared XP)	(Defensivo)<br>(Pesado)<br>(Esfaquear)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Defensive) (Heavy) (Slash) (Attack XP)	(Defensivo)<br>(Pesado)<br>(Dilacerar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Defensive) (Heavy) (Slash) (Strength XP)	(Defensivo)<br>(Pesado)<br>(Dilacerar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Defensive) (Heavy) (Slash) (Defence XP)	(Defensivo)<br>(Pesado)<br>(Dilacerar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Defensive) (Heavy) (Slash) (Shared XP)	(Defensivo)<br>(Pesado)<br>(Dilacerar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Defensive) (Heavy) (Crush) (Attack XP)	(Defensivo)<br>(Pesado)<br>(Esmagar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Defensive) (Heavy) (Crush) (Strength XP)	(Defensivo)<br>(Pesado)<br>(Esmagar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Defensive) (Heavy) (Crush) (Defence XP)	(Defensivo)<br>(Pesado)<br>(Esmagar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Defensive) (Heavy) (Crush) (Shared XP)	(Defensivo)<br>(Pesado)<br>(Esmagar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Defensive) (Light) (Stab) (Attack XP)	(Defensivo)<br>(Leve)<br>(Esfaquear)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Defensive) (Light) (Stab) (Strength XP)	(Defensivo)<br>(Leve)<br>(Perfurar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Defensive) (Light) (Stab) (Defence XP)	(Defensivo)<br>(Leve)<br>(Perfurar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Defensive) (Light) (Stab) (Shared XP)	(Defensivo)<br>(Leve)<br>(Perfurar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Defensive) (Light) (Slash) (Attack XP)	(Defensivo)<br>(Leve)<br>(Dilacerar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Defensive) (Light) (Slash) (Strength XP)	(Defensivo)<br>(Leve)<br>(Dilacerar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Defensive) (Light) (Slash) (Defence XP)	(Defensivo)<br>(Leve)<br>(Dilacerar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Defensive) (Light) (Slash) (Shared XP)	(Defensivo)<br>(Leve)<br>(Dilacerar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Defensive) (Light) (Crush) (Attack XP)	(Defensivo)<br>(Leve)<br>(Esmagamento)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Defensive) (Light) (Crush) (Strength XP)	(Defensivo)<br>(Leve)<br>(Esmagar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Defensive) (Light) (Crush) (Defence XP)	(Defensivo)<br>(Leve)<br>(Esmagar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Defensive) (Light) (Crush) (Shared XP)	(Defensivo)<br>(Leve)<br>(Esmagar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
