english	translation	category	sub_category	source
Ah, that seems wise. What's this incantation?		dialogue	Mehhar	Player
I see. Thank you, Mehhar.		dialogue	Mehhar	Player
Tell me more about yourself.		dialogue	Mehhar	Player
How ancient?		dialogue	Mehhar	Player
And your father, Osmumten? You said he was the Pharaoh. What happened?		dialogue	Mehhar	Player
So they killed him?		dialogue	Mehhar	Player
And then you came here?		dialogue	Mehhar	Player
There's not much left of Ullek now, or the sect.		dialogue	Mehhar	Player
I'm sorry.		dialogue	Mehhar	Player
What do you know about Amascut?		dialogue	Mehhar	Player
How did it happen?		dialogue	Mehhar	Player
Okay... but you must have some idea?		dialogue	Mehhar	Player
What's that got to do with Amascut?		dialogue	Mehhar	Player
So you think it had something to do with the Stern Judges?		dialogue	Mehhar	Player
Tell me more about the war you mentioned.		dialogue	Mehhar	Player
It wasn't really though, was it?		dialogue	Mehhar	Player
They joined the enemy?		dialogue	Mehhar	Player
So how did the war end?		dialogue	Mehhar	Player
So Tumeken died?		dialogue	Mehhar	Player
That doesn't really answer my question.		dialogue	Mehhar	Player
I'd better get going.		dialogue	Mehhar	Player
Hello, Mehhar.		dialogue	Mehhar	Player
The High Priest is free.		dialogue	Mehhar	Player
Does this mean you can rest now?		dialogue	Mehhar	Player
Is there anything I can do to help?		dialogue	Mehhar	Player
Nothing, I just need to ask a couple of questions.		dialogue	Meiyerditch citizen	Player
Not too bad thanks, but I wanted to ask a question.		dialogue	Meiyerditch citizen	Player
Hello, I wonder if I could ask some questions.		dialogue	Meiyerditch citizen	Player
Sorry, didn't mean to scare you. I just wanted to ask a question.		dialogue	Meiyerditch citizen	Player
What do you do here?		dialogue	Meiyerditch citizen	Player
Just curious, that's all.		dialogue	Meiyerditch citizen	Player
I'm lost... Can you help me?		dialogue	Meiyerditch citizen	Player
What's a blood tithing?		dialogue	Meiyerditch citizen	Player
Do you know about the Myreque?		dialogue	Meiyerditch citizen	Player
I need to make contact with them. Please don't worry - I'm on their side.		dialogue	Meiyerditch citizen	Player
Can you tell me about the Sanguinesti region?		dialogue	Meiyerditch citizen	Player
What do you know about the vampyres?		dialogue	Meiyerditch citizen	Player
What do you know about Drakan?		dialogue	Meiyerditch citizen	Player
Well, I was referring to the main Drakan, you know, the overlord of Morytania.		dialogue	Meiyerditch citizen	Player
What is there to do around here?		dialogue	Meiyerditch citizen	Player
Is there anything I can do to help?		dialogue	Meiyerditch citizen	Player
Okay, thanks.		dialogue	Meiyerditch citizen	Player
Hello.		dialogue	Meiyerditch citizen	Player
Hello there.		dialogue	Meiyerditch miner	Player
Where are we?		dialogue	Meiyerditch miner	Player
What do you do here?		dialogue	Meiyerditch miner	Player
Do you have a spare pick?		dialogue	Meiyerditch miner	Player
How do you get out of here?		dialogue	Meiyerditch miner	Player
What is it that you're mining?		dialogue	Meiyerditch miner	Player
What? Have you seen this place?		dialogue	Meiyerditch miner	Player
Okay, thanks.		dialogue	Meiyerditch miner	Player
Hello.		dialogue	Meiyerditch miner	Player
Why wouldn't I be safe?		dialogue	Mekritus A'hara	Player
Hello there.		dialogue	Melana Moonlander	Player
What can you sell me?		dialogue	Melana Moonlander	Player
I have a question...		dialogue	Melana Moonlander	Player
Sorry?		dialogue	Melana Moonlander	Player
But I didn't ask anything yet.		dialogue	Melana Moonlander	Player
That's true!		dialogue	Melana Moonlander	Player
How could you possibly know that?		dialogue	Melana Moonlander	Player
Oh, of course. How do you manage to do that?		dialogue	Melana Moonlander	Player
I see. I best be careful with what I think of then.		dialogue	Melana Moonlander	Player
...		dialogue	Melana Moonlander	Player
Sorry.		dialogue	Melana Moonlander	Player
I'm good thanks, bye.		dialogue	Melana Moonlander	Player
Tell me about melee combat.		dialogue	Melee combat tutor	Player
Interesting, what does each style do?		dialogue	Melee combat tutor	Player
What if I wanted to fight something a bit more... human.		dialogue	Melee combat tutor	Player
Capture the flag, sounds like a lot of fun.		dialogue	Melee combat tutor	Player
Tell me about different weapon types I can use		dialogue	Melee combat tutor	Player
Tell me about skillcapes.		dialogue	Melee combat tutor	Player
I'd like a training sword and shield.		dialogue	Melee combat tutor	Player
Goodbye.		dialogue	Melee combat tutor	Player
May I buy a Skillcape of Defence, please?		dialogue	Melee combat tutor	Player
99000 coins? That's much too expensive.		dialogue	Melee combat tutor	Player
I think I have the money right here, actually.		dialogue	Melee combat tutor	Player
But, unfortunately, I was mistaken.		dialogue	Melee combat tutor	Player
Sorry, but could...		dialogue	Meleti	Player
But I...		dialogue	Meleti	Player
Nope, I'm just as lost as you.		dialogue	Melvin	Player
I'll not get through these gates; they're too heavily boarded up!		dialogue	Menaphite Guard	Player
...And these walls don't look very climbable at all.		dialogue	Menaphite Guard	Player
Hello.		dialogue	Menaphite Thug	Player
Nothing really, I'm new to town and wanted to get to know the locals.		dialogue	Menaphite Thug	Player
What is this place?		dialogue	Mercenary	Player
Perhaps five gold coins will make it my business?		dialogue	Mercenary	Player
So you could almost say that they got their ... 'Just Desserts'		dialogue	Mercenary	Player
When they talk about 'the silence of the desert', this must be what they mean.		dialogue	Mercenary	Player
Can I take a look around the place?		dialogue	Mercenary	Player
Unless what?		dialogue	Mercenary	Player
Where would I find this Al Zaba Bhasim?		dialogue	Mercenary	Player
The Tenti's, who are they?		dialogue	Mercenary	Player
Is Al Zaba Bhasim very tough?		dialogue	Mercenary	Player
What are you guarding?		dialogue	Mercenary	Player
Does the Captain order you to kill a lot of people?		dialogue	Mercenary	Player
Not to mention the senseless waste of human life.		dialogue	Mercenary	Player
It doesn't sound as if you respect your Captain much.		dialogue	Mercenary	Player
And how could I trick him into a one-on-one duel?		dialogue	Mercenary	Player
Can I have a bet on that?		dialogue	Mercenary	Player
I'll bet 5 gold that I win.		dialogue	Mercenary	Player
I'll bet 10 gold that I win.		dialogue	Mercenary	Player
I'll bet 15 gold that I win.		dialogue	Mercenary	Player
I'll bet 20 gold that I win.		dialogue	Mercenary	Player
Okay, thanks.		dialogue	Mercenary	Player
Perhaps five gold coins will sweeten your mood?		dialogue	Mercenary	Player
I'm looking for a woman called Ana, have you seen her?		dialogue	Mercenary	Player
Perhaps five gold coins will help you remember?		dialogue	Mercenary	Player
Hey, I've come to collect my bet!		dialogue	Mercenary	Player
Thanks!		dialogue	Mercenary	Player
What are you doing here?		dialogue	Mercenary	Player
Well good luck with that.		dialogue	Mercenary	Player
What are you doing here?		dialogue	Mercenary (Theatre of Blood)	Player
Well good luck with that.		dialogue	Mercenary (Theatre of Blood)	Player
Yes, I had to pay him to get access to this area.		dialogue	Mercy	Player
How do I play board games?		dialogue	Meredith	Player
What games can I play?		dialogue	Meredith	Player
Draughts?		dialogue	Meredith	Player
Runelink?		dialogue	Meredith	Player
Runesquares?		dialogue	Meredith	Player
Runeversi?		dialogue	Meredith	Player
Can I buy a drink please?		dialogue	Meredith	Player
Thanks!		dialogue	Meredith	Player
Hello. King Arthur has sent me on a quest for the Holy Grail. He thought you could offer some assistance.		dialogue	Merlin	Player
Any suggestions?		dialogue	Merlin	Player
Thank you for the advice.		dialogue	Merlin	Player
Where can I find Sir Galahad?		dialogue	Merlin	Player
Err, no. It was all part of my brilliant plan. I allowed her to capture me so I could find out where she was keeping all of you.		dialogue	Merlin	Player
Hey, why do I have to do all the thinking here? You're the brilliant wizard.		dialogue	Merlin	Player
Where is King Arthur now? he's not in the jail cell with us.		dialogue	Merlin	Player
What is the connection between Morgan Le Faye and the Sinclairs?		dialogue	Merlin	Player
So what's the plan of escape? Are you going to teleport us all away? Turn us into fish and swim to sea?		dialogue	Merlin	Player
Well, I'm sure if we put our heads together we will think of something.		dialogue	Merlin	Player
Let's talk about a plan of escape.		dialogue	Merlin	Player
How will we go about reclaiming Camelot?		dialogue	Merlin	Player
How do you plan to do that? You couldn't even defend it from them.		dialogue	Merlin	Player
So to reclaim Camelot, I need to break you out of jail quietly.		dialogue	Merlin	Player
How do I retrieve the Holy Grail? Do you know where it is?		dialogue	Merlin	Player
The last time I was in Keep Le Faye, it was pretty well guarded. I don't think I'll be able to sneak in quietly.		dialogue	Merlin	Player
So, I need to break eight knights out of jail? That could be troublesome.		dialogue	Merlin	Player
But it's locked.		dialogue	Merlin	Player
Assuming I can escape from this jail, how can I save King Arthur?		dialogue	Merlin	Player
And how do I go about doing that?		dialogue	Merlin	Player
WHAT?		dialogue	Merlin	Player
Never mind.		dialogue	Merlin	Player
Hello.		dialogue	Merlin	Player
Yes I am.		dialogue	Mernik	Player
Actually I am [player name].		dialogue	Mernik	Player
I don't think I should just do that with no reasoning... perhaps they are going to try something sneaky. Then I can kick to my heart's content.		dialogue	MerryMax2000	Player
How's life now the curse has been lifted?		dialogue	Meskhenet	Player
Take me to your leader.		dialogue	Meteora	Player
Isn't that what you're supposed to say when you meet a new race of people?		dialogue	Meteora	Player
OK. Is he rich and powerful?		dialogue	Meteora	Player
Great. Thanks. And where is she?		dialogue	Meteora	Player
Okey dokey....yeah.		dialogue	Meteora	Player
What do you have?		dialogue	Metla	Player
What brings you here?		dialogue	Metla	Player
So you're pretty far from home then?		dialogue	Metla	Player
Fair enough.		dialogue	Metla	Player
I'm good.		dialogue	Metla	Player
What do you do around here?		dialogue	Meztlan	Player
Sorry to hear that. At least the view is good!		dialogue	Meztlan	Player
Do you have any tips for potion production?		dialogue	Meztlan	Player
Interesting... Perhaps I should.		dialogue	Meztlan	Player
Interesting...		dialogue	Meztlan	Player
Thanks! I'd better be going now.		dialogue	Meztlan	Player
Hello, you look worried.		dialogue	Mia	Player
Oh, that is bad. I'm sorry to hear that.		dialogue	Mia	Player
Hello!		dialogue	Miazrqa	Player
Ok, sorry.		dialogue	Miazrqa	Player
You're welcome. Goodbye.		dialogue	Miazrqa	Player
You're more than welcome.		dialogue	Mihail	Player
What do you do here?		dialogue	Mihail	Player
How do you like your town?		dialogue	Mihail	Player
What's happening around here?		dialogue	Mihail	Player
Is there anything I can do to help out?		dialogue	Mihail	Player
Ok, thanks.		dialogue	Mihail	Player
Hello!		dialogue	Mike	Player
Riiiiight...		dialogue	Mike	Player
I'll just be over here if you need me.		dialogue	Mike	Player
I'll take a look.		dialogue	Mike	Player
No thanks.		dialogue	Mike	Player
Why does that shirt have a hole in it?		dialogue	Mike	Player
In the stomach? Isn't that an odd place for a neck hole?		dialogue	Mike	Player
What were you cleaning it with, a blood-covered scimitar?		dialogue	Mike	Player
No.		dialogue	Mike	Player
Where do you get these clothes?		dialogue	Mike	Player
You found a bunch of slashed up clothing, some of which has been shoddily cleaned and stitched together?		dialogue	Mike	Player
Where did that pillar come from?		dialogue	Mike	Player
Is it for sale?		dialogue	Mike	Player
If it was could you sell it to me?		dialogue	Mike	Player
Where did this pillar come from?		dialogue	Mike	Player
Where?		dialogue	Mike	Player
I'd rather not.		dialogue	Mike	Player
Strange how?		dialogue	Milla	Player
Oh! Er... I just ate one is why!		dialogue	Milla	Player
Hello. Your parents say you saw what happened to Elena...		dialogue	Milli Rehnison	Player
Which building?		dialogue	Milli Rehnison	Player
No, I'm still looking.		dialogue	Milli Rehnison	Player
Yes, she's safe at home.		dialogue	Milli Rehnison	Player
Maybe.		dialogue	Milli Rehnison	Player
Who are you?		dialogue	Millie Miller	Player
It's a good business to be in. People will always need flour.		dialogue	Millie Miller	Player
How do I mill flour?		dialogue	Millie Miller	Player
What is this place?		dialogue	Millie Miller	Player
Then I bring my wheat here?		dialogue	Millie Miller	Player
So where does the flour go then?		dialogue	Millie Miller	Player
Great! Thanks for your help.		dialogue	Millie Miller	Player
I'm fine, thanks.		dialogue	Millie Miller	Player
Yes please.		dialogue	Miltog	Player
No thanks.		dialogue	Miltog	Player
Can you fill a lamp with oil please?		dialogue	Miltog	Player
How do the lamps around the city work?		dialogue	Miltog	Player
You could just leave the mine.		dialogue	Miner	Player
No it doesn't, it stays perfectly still.		dialogue	Miner	Player
Why are you singing about farming implements at altitude?		dialogue	Miner	Player
How's your prospecting going?		dialogue	Miner	Player
...		dialogue	Miner	Player
Oh, I got it. That doesn't make it funny though.		dialogue	Miner	Player
Why would anyone stay here for so long?		dialogue	Miner	Player
Oh dear. Being underground for so long may have driven you mad.		dialogue	Miner	Player
Could be worse, it could be the trolls killing you.		dialogue	Miner	Player
No, troll.		dialogue	Miner	Player
You could just leave the mine.		dialogue	Miner (Jatizso)	Player
No it doesn't, it stays perfectly still.		dialogue	Miner (Jatizso)	Player
Why are you singing about farming implements at altitude?		dialogue	Miner (Jatizso)	Player
How's your prospecting going?		dialogue	Miner (Jatizso)	Player
...		dialogue	Miner (Jatizso)	Player
Oh, I got it. That doesn't make it funny though.		dialogue	Miner (Jatizso)	Player
Why would anyone stay here for so long?		dialogue	Miner (Jatizso)	Player
Oh dear. Being underground for so long may have driven you mad.		dialogue	Miner (Jatizso)	Player
Could be worse, it could be the trolls killing you.		dialogue	Miner (Jatizso)	Player
No, troll.		dialogue	Miner (Jatizso)	Player
Good day. What are you doing?		dialogue	Miner Magnus	Player
Good luck with that.		dialogue	Miner Magnus	Player
Can you tell me how the kingdom approves of me?		dialogue	Miner Magnus	Player
What?		dialogue	Miner Magnus	Player
Hello there.		dialogue	Minimus	Player
What is this place?		dialogue	Minimus	Player
That sounds exciting!		dialogue	Minimus	Player
I imagine its quite the challenge then?		dialogue	Minimus	Player
How do I participate?		dialogue	Minimus	Player
Can you tell me about modifiers?		dialogue	Minimus	Player
Oh...		dialogue	Minimus	Player
Thanks for the heads up!		dialogue	Minimus	Player
How do I get rewarded?		dialogue	Minimus	Player
How so?		dialogue	Minimus	Player
So I'm guessing the higher the wave, the better the rewards?		dialogue	Minimus	Player
That does sound handy! Thanks for explaining all of that.		dialogue	Minimus	Player
What is Glory?		dialogue	Minimus	Player
Thanks.		dialogue	Minimus	Player
What do you do around here?		dialogue	Minimus	Player
Lanistas?		dialogue	Minimus	Player
So are you not training like the rest of the gladiators?		dialogue	Minimus	Player
Are you at a disadvantage because of your height?		dialogue	Minimus	Player
Goodbye.		dialogue	Minimus	Player
I have a spare Dizana's quiver (uncharged).		dialogue	Minimus	Player
I imagine itsquite the challenge then?		dialogue	Minimus	Player
You can call me [player name].		dialogue	Mining Instructor	Player
I have a bronze bar. What now?		dialogue	Mining Instructor	Player
Tell me about prospecting again.		dialogue	Mining Instructor	Player
Tell me about mining again.		dialogue	Mining Instructor	Player
Tell me about smelting again.		dialogue	Mining Instructor	Player
Tell me about Smithing again.		dialogue	Mining Instructor	Player
Nope, I'm ready to move on!		dialogue	Mining Instructor	Player
Take the hammer I gave you, or buy a new one from a general store, and proceed to a nearby anvil.		dialogue	Mining Instructor	Player
By using a metal bar on an anvil you will be presented with a screen showing the objects you are able to smith at your current level.		dialogue	Mining Instructor	Player
It's a pretty straightforward skill as I'm sure you discovered while making me that lovely bronze dagger.		dialogue	Mining Instructor	Player
The higher Smithing level you are, the better quality the metal you can work with. You start off on bronze and work your way up as your smithing skills increase.		dialogue	Mining Instructor	Player
Anything else?		dialogue	Mining Instructor	Player
Can you teach me the basics of mining please?		dialogue	Mining tutor	Player
I already know about the basics of mining, got any tips?		dialogue	Mining tutor	Player
Yes please.		dialogue	Mining tutor	Player
No thanks.		dialogue	Mining tutor	Player
Any advice for an advanced miner?		dialogue	Mining tutor	Player
Thank you, I'll remember that.		dialogue	Mining tutor	Player
Can you show me where the mining guild is?		dialogue	Mining tutor	Player
Can you show me where the coal mine is?		dialogue	Mining tutor	Player
Tell me about different rocks and picks.		dialogue	Mining tutor	Player
Goodbye.		dialogue	Mining tutor	Player
I'm giving Zanik here a tour of Lumbridge.		dialogue	Mining tutor	Player
Hello, excuse me...		dialogue	Miodvetnir	Player
Excuse me, I just want to-		dialogue	Miodvetnir	Player
Excuse me!!!		dialogue	Miodvetnir	Player
I er... well, who are you?		dialogue	Miodvetnir	Player
My name is Player.		dialogue	Miodvetnir	Player
So, can I ask you dwarves a few questions?		dialogue	Miodvetnir	Player
Just stopping by for a chat.		dialogue	Miodvetnir	Player
What's down this river?		dialogue	Miodvetnir	Player
Can't you just tell me?		dialogue	Miodvetnir	Player
Can you take me there?		dialogue	Miodvetnir	Player
Any good spots to fish around here?		dialogue	Miodvetnir	Player
Maybe later...		dialogue	Miodvetnir	Player
What are these mines used for?		dialogue	Miodvetnir	Player
Mining companies? Where are they at then?		dialogue	Miodvetnir	Player
Can you help me with this rock down in the mines?		dialogue	Miodvetnir	Player
It seems to be unbreakable. I need to know why.		dialogue	Miodvetnir	Player
Yes, yes, that's the one.		dialogue	Miodvetnir	Player
Never mind.		dialogue	Miodvetnir	Player
What material would break that rock? You know, the impenetrable one?		dialogue	Miodvetnir	Player
Do you know anyone named Rolad? Some kind of a dwarven scholar?		dialogue	Miodvetnir	Player
Do you know where he is right now?		dialogue	Miodvetnir	Player
Dondakan wants to shoot me out of a cannon!		dialogue	Miodvetnir	Player
He thinks I'm actually going to fly through it and land on the other side.		dialogue	Miodvetnir	Player
Any tips on how to defeat an evil demon?		dialogue	Miodvetnir	Player
I defeated the spirit of the rock!		dialogue	Miodvetnir	Player
Well, you see, I just-		dialogue	Miodvetnir	Player
Actually, I-		dialogue	Miodvetnir	Player
I need some help with this statue... King Alvis' statue, to be precise.		dialogue	Miodvetnir	Player
This sculptor has got me looking for a lot of items, you see.		dialogue	Miodvetnir	Player
Well, can you he-		dialogue	Miodvetnir	Player
Well, the sculptor only needs to build the head now. But I need to get the Consortium to help me with that.		dialogue	Miodvetnir	Player
I have rebuilt the statue for the [company name]!		dialogue	Miodvetnir	Player
Do you know about this drunken dwarf...?		dialogue	Miodvetnir	Player
Yeah, tell me about it.		dialogue	Miodvetnir	Player
The one I mean is his relative, living in the northeast of Keldagrim. I wonder if you could help me with him.		dialogue	Miodvetnir	Player
I have this unforgettable tale to tell you!		dialogue	Miodvetnir	Player
Excuse me, do you want to hear my tale or not?		dialogue	Miodvetnir	Player
Ah, I errrr...		dialogue	Miodvetnir	Player
I seem to have forgotten.		dialogue	Miodvetnir	Player
I must be off now, thanks for the chat.		dialogue	Miodvetnir	Player
Can I go for a ride?		dialogue	Miriam	Player
I'm fine, thanks.		dialogue	Miriam	Player
What is this place?		dialogue	Miriam	Player
Can I ride your minecart?		dialogue	Miriam	Player
Alright, what do you need me to do?		dialogue	Miriam	Player
Where do I need to go?		dialogue	Miriam	Player
Can I go for a ride now?		dialogue	Miriam	Player
Do I have to pay every time I use the carts?		dialogue	Miriam	Player
100,000 coins is a rip-off!		dialogue	Miriam	Player
I'd rather not, thanks.		dialogue	Miriam	Player
I'll get on with it.		dialogue	Miriam	Player
I'm not interested.		dialogue	Miriam	Player
Have you got any more scrolls?		dialogue	Miriam	Player
Hi.		dialogue	Miriel	Player
That still only counts as one!		dialogue	Miriel	Player
I'm great, thank you!		dialogue	Miriel	Player
Indeed.		dialogue	Miriel	Player
What is there to do around here?		dialogue	Miriel	Player
Nothing.		dialogue	Miriel	Player
Excuse me...er...thanks.		dialogue	Mishkal'un Dorn	Player
Who are you?		dialogue	Mishkal'un Dorn	Player
How do you seem to know what I'm going to say? ...Er...oh.		dialogue	Mishkal'un Dorn	Player
What is...uh...aha! I'm not going to ask that. So you got it wrong!		dialogue	Mishkal'un Dorn	Player
So I won!		dialogue	Mishkal'un Dorn	Player
So, what is this place?		dialogue	Mishkal'un Dorn	Player
I mean...Argh! How do you do that?		dialogue	Mishkal'un Dorn	Player
My what does what now?		dialogue	Mishkal'un Dorn	Player
I knew that.		dialogue	Mishkal'un Dorn	Player
Thanks. My name's [player name], by the w...uh...okay, I think I need to lie down.		dialogue	Mishkal'un Dorn	Player
Ok, tell me about the news.		dialogue	Miss Schism	Player
Ok, yeah.		dialogue	Miss Schism	Player
Are we talking about the bank robbery?		dialogue	Miss Schism	Player
I'm quite new.		dialogue	Miss Schism	Player
Well, I know of him.		dialogue	Miss Schism	Player
So he's redecorated?		dialogue	Miss Schism	Player
So that's why you're telling people he was the bank robber?		dialogue	Miss Schism	Player
A sign saying 'Trespassers will be prosecuted'?		dialogue	Miss Schism	Player
I'd like to go now.		dialogue	Miss Schism	Player
I've been around here for ages.		dialogue	Miss Schism	Player
I've had enough of talking to you.		dialogue	Miss Schism	Player
Who are you?		dialogue	Miss Schism	Player
Right...		dialogue	Miss Schism	Player
I'm not talking to you, you horrible woman.		dialogue	Miss Schism	Player
Hi.		dialogue	Mithrellas	Player
That still only counts as one!		dialogue	Mithrellas	Player
I'm great, thank you!		dialogue	Mithrellas	Player
Indeed.		dialogue	Mithrellas	Player
What is there to do around here?		dialogue	Mithrellas	Player
Nothing.		dialogue	Mithrellas	Player
Sure, gimme your best advice.		dialogue	Mofina	Player
Thank you for explaining that.		dialogue	Mofina	Player
No thanks, I like having a body. It's fun.		dialogue	Mofina	Player
What god do you worship?		dialogue	Mofina	Player
No, I'm fine.		dialogue	Mofina	Player
Erm, what are you?		dialogue	Mofina	Player
I'm [player name]. Nice to meet you.		dialogue	Mofina	Player
Oh... erm.... I didn't mean to offend.		dialogue	Mofina	Player
Nice to meet you Mofina. Erm...		dialogue	Mofina	Player
Where exactly are you from, Mofina? I haven't heard of Arceuus and I haven't seen anyone else who is dressed like you around here.		dialogue	Mofina	Player
Okay, and how can I get to Kourend?		dialogue	Mofina	Player
I never expected to see one of your kind outside of Kourend. I guess the Duke invited you to the party for the same reason he invited the others?		dialogue	Mofina	Player
Sorry, that came across a little ruder than I intended. I just wasn't entirely sure what term to use for citizens of Arceuus.		dialogue	Mofina	Player
I hope you still enjoy the party!		dialogue	Mofina	Player
Erm, what are you?		dialogue	Mofina (2021 Birthday event)	Player
I'm [player name]. Nice to meet you.		dialogue	Mofina (2021 Birthday event)	Player
Oh... erm.... I didn't mean to offend.		dialogue	Mofina (2021 Birthday event)	Player
Nice to meet you Mofina. Erm...		dialogue	Mofina (2021 Birthday event)	Player
Where exactly are you from, Mofina? I haven't heard of Arceuus and I haven't seen anyone else who is dressed like you around here.		dialogue	Mofina (2021 Birthday event)	Player
Okay, and how can I get to Kourend?		dialogue	Mofina (2021 Birthday event)	Player
I never expected to see one of your kind outside of Kourend. I guess the Duke invited you to the party for the same reason he invited the others?		dialogue	Mofina (2021 Birthday event)	Player
Sorry, that came across a little ruder than I intended. I just wasn't entirely sure what term to use for citizens of Arceuus.		dialogue	Mofina (2021 Birthday event)	Player
I hope you still enjoy the party!		dialogue	Mofina (2021 Birthday event)	Player
Who are you?		dialogue	Moggy	Player
Have you got anything to trade?		dialogue	Moggy	Player
That won't be necessary.		dialogue	Moggy	Player
I'm just wandering around.		dialogue	Moggy	Player
I just spoke to Nung, he said it was ok.		dialogue	Mogre Guard	Player
Can I go for a ride?		dialogue	Mogrim	Player
I'm fine, thanks.		dialogue	Mogrim	Player
I've got this control scroll for you.		dialogue	Mogrim	Player
Yes, I know, I've been here before.		dialogue	Molly	Player
Erm, no I don't actually.		dialogue	Molly	Player
What's the problem then?		dialogue	Molly	Player
Well what's all this got to do with me then?		dialogue	Molly	Player
So what do you need me to do?		dialogue	Molly	Player
Sounds easy enough to me.		dialogue	Molly	Player
I'll do my best then!		dialogue	Molly	Player
Yes please. I mean, it's always best to be prepared, right?		dialogue	Molly	Player
Yes, that covers everything. Thanks!		dialogue	Molly	Player
No, thanks. I should be able to work it out.		dialogue	Molly	Player
I want to leave.		dialogue	Molly	Player
What do I have to do again?		dialogue	Molly	Player
Okay.		dialogue	Molly	Player
But I want to leave.		dialogue	Molly	Player
Err, sorry. I seem to have messed it up a little.		dialogue	Molly	Player
Well, I've managed to get her into the cage.		dialogue	Molly	Player
Who's a good doggy!		dialogue	Molossus	Player
Thbbbbt!		dialogue	Molossus	Player
Can you heal me? I'm injured.		dialogue	Monk	Player
Isn't this place built a bit out of the way?		dialogue	Monk	Player
How do I get further into the monastery?		dialogue	Monk	Player
What are you doing here?		dialogue	Monk	Player
What if I want guidance from another god?		dialogue	Monk	Player
I see.		dialogue	Monk	Player
Thanks.		dialogue	Monk	Player
Woop!		dialogue	Monk	Player
Oh baby!		dialogue	Monk	Player
Feel the rhythm!		dialogue	Monk	Player
Watch me go!		dialogue	Monk	Player
Hello! What is going on here?		dialogue	Monk	Player
Yes, I can see that. What are you protesting about?		dialogue	Monk	Player
Under attack?!		dialogue	Monk	Player
Buy it? Buy the entire monastery?		dialogue	Monk	Player
Of course I will help!		dialogue	Monk	Player
I'll head over there right away!		dialogue	Monk	Player
I'd like to, but I'm a bit busy right now.		dialogue	Monk	Player
Hello! How are the protests going?		dialogue	Monk	Player
Not yet, I'm heading there now.		dialogue	Monk	Player
Hi there!		dialogue	Monk	Player
Hello!		dialogue	Monk	Player
No problem. Have a good day!		dialogue	Monk	Player
Thanks! Just stay indoors while those zombies are still prowling around.		dialogue	Monk	Player
Tell him to save it for when I manage to defeat those zombies!		dialogue	Monk	Player
All in a day's work, brother.		dialogue	Monk	Player
I'll remember that the next time I go drinking...		dialogue	Monk	Player
Why are all of you standing around here?		dialogue	Monk	Player
Have you found the tree with the leprechaun yet?		dialogue	Monk	Player
Thanks for the information!		dialogue	Monk	Player
Hello! What is going on here?		dialogue	Monk (2021 Halloween event)	Player
Yes, I can see that. What are you protesting about?		dialogue	Monk (2021 Halloween event)	Player
Under attack?!		dialogue	Monk (2021 Halloween event)	Player
Buy it? Buy the entire monastery?		dialogue	Monk (2021 Halloween event)	Player
Of course I will help!		dialogue	Monk (2021 Halloween event)	Player
I'll head over there right away!		dialogue	Monk (2021 Halloween event)	Player
I'd like to, but I'm a bit busy right now.		dialogue	Monk (2021 Halloween event)	Player
Hello! How are the protests going?		dialogue	Monk (2021 Halloween event)	Player
Not yet, I'm heading there now.		dialogue	Monk (2021 Halloween event)	Player
Hi there!		dialogue	Monk (2021 Halloween event)	Player
Hello!		dialogue	Monk (2021 Halloween event)	Player
No problem. Have a good day!		dialogue	Monk (Devious Minds)	Player
Thanks! Just stay indoors while those zombies are still prowling around.		dialogue	Monk (Harmony Island)	Player
Tell him to save it for when I manage to defeat those zombies!		dialogue	Monk (Harmony Island)	Player
All in a day's work, brother.		dialogue	Monk (Harmony Island)	Player
I'll remember that the next time I go drinking...		dialogue	Monk (Harmony Island)	Player
Why are all of you standing around here?		dialogue	Monk (Lost City)	Player
Have you found the tree with the leprechaun yet?		dialogue	Monk (Lost City)	Player
Thanks for the information!		dialogue	Monk (Lost City)	Player
No, not right now.		dialogue	Monk of Entrana	Player
Yes, okay, I'm ready to go.		dialogue	Monk of Entrana	Player
I don't know. It could be anything.		dialogue	Monk of Entrana	Player
Yes, I'm ready to go.		dialogue	Monk of Entrana	Player
Not just yet.		dialogue	Monk of Entrana	Player
Who's a cute little monkey?		dialogue	Monkey	Player
What's up with you?		dialogue	Monkey	Player
Sorry monkey, I don't have any bananas.		dialogue	Monkey	Player
Wow you're one nasty piece of work. Have you ever heard of gratitude?		dialogue	Monkey	Player
Just because I'm not covered in fur doesn't make me bald, you cheeky monkey.		dialogue	Monkey	Player
Look I've had it with you, you little degenerate.		dialogue	Monkey	Player
I'll not give you a banana until you learn manners.		dialogue	Monkey	Player
What?		dialogue	Monkey	Player
No...why do you ask?		dialogue	Monkey	Player
Arr!		dialogue	Monkey	Player
What do you mean?		dialogue	Monkey	Player
Who's a cute little monkey?		dialogue	Monkey (magic carpet)	Player
What's up with you?		dialogue	Monkey (magic carpet)	Player
Sorry monkey, I don't have any bananas.		dialogue	Monkey (magic carpet)	Player
Wow you're one nasty piece of work. Have you ever heard of gratitude?		dialogue	Monkey (magic carpet)	Player
Just because I'm not covered in fur doesn't make me bald, you cheeky monkey.		dialogue	Monkey (magic carpet)	Player
Look I've had it with you, you little degenerate.		dialogue	Monkey (magic carpet)	Player
I'll not give you a banana until you learn manners.		dialogue	Monkey (magic carpet)	Player
What?		dialogue	Monkey (monster)	Player
No...why do you ask?		dialogue	Monkey (monster)	Player
